UniProt ID(supplied by UniProt)	NCBI Gene ID(supplied by NCBI)
P62807	8343
P62807	8339
Q93079	8345
P62807	8346
P06899	8970
O60814	85236
Q99880	8340
Q99879	8342
Q99877	8341
	10340
P23527	8348
Q5QNW6	440689
Q6DRA6	337874
Q6DN03	337873
Q16778	8349
	114483833
	115482689
	337875
	338391
	391566
	115482690
	100820735
	115482717
	115482725
	115482691
P57053	54145
Q8N257	128312
	337872
Q7Z2G1	158983
P0C1H6	286436
	100101478
	767811
	440686
P84243	3020
P84243	3021
Q16695	8290
Q6NXT2	440093
P68431	8350
P68431	8358
P68431	8352
P68431	8351
	115482688
P68431	8353
P68431	8968
P68431	8355
	100289545
P68431	8357
P68431	8354
P68431	8356
Q71DI3	653604
Q71DI3	126961
Q71DI3	333932
	115482711
	115482681
	115482682
	106479023
	115482712
	440926
	115482683
	115482693
	115482684
	115482713
	115482708
	100689229
	115482685
	107986209
	100419353
	644914
	115482694
	115482695
	115482709
	100289141
	391765
	115482719
	115482696
	115482697
	115482720
	10338
	115482698
	115482699
	115482721
	115482700
	115482710
	115482701
	115482722
	115482702
	115482703
	100287087
	664611
	654505
	115482707
	115482723
	100420410
	115482704
	100506811
	347376
	115482705
	115482724
	115482706
	391769
	340096
P62805	121504
P62805	8359
P62805	8366
P62805	8364
P62805	8360
P62805	8367
P62805	8361
Q99525	8369
P62805	8365
P62805	8294
	10337
P62805	8363
P62805	8362
P62805	8368
P62805	8370
P62805	554313
	115482692
O95479	9563
	283120
P46952	23498
Q14520	3026
Q5JVS0	22927
B0YJ81	9200
Q6Y1H2	201562
Q9P035	51495
Q5VWC8	401494
Q8IYU2	57531
Q9UJ83	26061
Q16836	3033
P40939	3030
	3031
	399994
P55084	3032
Q16775	3029
Q6PII5	84264
	401022
	102800310
P42357	3034
P81172	57817
O96004	9421
P61296	9464
	79804
Q9UJM8	54363
Q9NYQ3	51179
	100874270
P54257	9001
P10915	1404
Q9GZV7	60484
Q96S86	145864
Q86UW8	404037
	768096
	768097
Q96MB7	283254
P12081	3035
P49590	23438
Q92839	3036
Q92819	3037
	594842
O00219	3038
Q8TF76	83903
O14929	8520
Q96CS2	115106
	728921
	441484
	100271703
Q9NVX0	55142
Q68CZ6	79441
Q9H6D7	54930
	100129402
O94927	23354
Q7Z4H7	54801
	653175
	100133268
	102723574
Q99871	55559
Q9BT25	93323
	100420901
Q96D42	26762
	100101266
	100421002
Q8TDQ0	84868
O00165	10456
P69905	3039
P69905	3040
	3041
P68871	3043
	3044
P02042	3045
P02100	3046
Q99075	1839
P69891	3047
P69892	3048
Q6B0K9	3042
O60381	26959
P09105	3049
Q9Y450	10767
P02008	3050
	3051
Q9BXC0	27198
Q8TDS4	338442
P49019	8843
	283902
P53701	3052
P51610	3054
	100873990
Q9NWW0	54985
Q9Y5Z7	29915
	100419149
	54435
	80868
	387503
	387504
	353001
	353002
	353003
	353004
	353005
	353014
	353020
	10255
	387505
	387506
	387507
	353019
	493812
	493813
	414760
	414761
	414778
	414777
	414776
	105375013
	102723346
E2RYF7	285834
	414764
	414768
	414765
	352961
	253018
P08631	3055
P14317	3059
O60741	348980
Q9UL51	610
Q9P1Z3	57657
Q9Y3Q4	10021
Q6MZN7	10866
	352990
O43612	3060
O43613	3061
O43614	3062
Q9UBK5	10870
Q13547	3065
	100419595
	100419489
Q92769	3066
	101927768
O15379	8841
P56524	9759
	101928111
Q9UQL6	10014
Q9UBN7	10013
Q8WUI4	51564
Q9BY41	55869
Q9UKV0	9734
	105375176
Q969S8	83933
Q96DB2	79885
	100874101
P19113	3067
Q7Z4H3	51020
Q8N4P3	374659
P51858	3068
Q5TGJ6	154150
Q7Z4V5	84717
Q9Y3E1	50810
	474167
Q9H0R4	84064
Q9BSH5	81932
Q9BXW7	27440
	100130717
Q00341	3069
Q7Z353	139324
Q9H583	55127
Q7Z4Q2	55027
Q86WZ0	399671
Q86XA9	25938
Q9P2D3	54497
Q6AI08	63897
A2RTY3	256957
Q9NRV9	50865
Q9Y5Z4	23593
Q9UBI9	51696
Q9ULT8	25831
Q5U5R9	143279
	100188947
Q5T447	79654
Q9Y4D8	283450
Q76N89	23072
	100127950
Q9P2P5	57520
	101927482
Q9ULI3	57493
	100859930
Q8NG08	92797
	101101692
Q9NRZ9	3070
Q8TDG4	113510
A6NFD8	391723
P42694	9931
Q9BYK8	85441
Q9BXL5	55363
Q9Y5R4	51409
Q5T8I9	113802
Q14CZ8	220296
A8MVW5	253012
Q9BQS7	9843
Q6MZM0	341208
Q6WQI6	641654
Q15751	8925
O95714	8924
	8917
	400322
Q9BVR0	283755
	100289574
	388254
	8918
	100132101
	440366
	440248
	390561
	100996738
Q15034	8916
Q5GLZ8	26091
Q9UII4	51191
Q8IVU3	55008
Q15011	9709
Q9BSE4	64224
Q14469	3280
Q9Y543	54626
Q5TGS1	390992
Q9HCC6	57801
Q5TA89	388585
Q96HZ4	55502
Q9BYE0	84667
Q9UBX0	8820
P06865	3073
Q9H8Q6	80072
P07686	3074
Q8WVB3	284004
	100505970
O94992	10614
Q96MH2	124790
Q9Y5J3	23462
Q9UBP5	23493
Q9NQ87	26508
Q30201	3077
A2PYH4	164045
Q93099	3081
P14210	3082
Q04756	3083
Q9BTY7	51236
O14964	9146
Q68CP4	138050
Q5VTY9	55733
Q9HCP6	57467
	100874044
Q03014	3087
Q96QV1	64399
	646576
Q96JK4	84439
Q6UWX4	79802
C9JL84	10086
Q9UM44	11148
Q9XRX5	11147
	102724548
P31937	11112
Q6NVY1	26275
Q14526	3090
Q96JB3	23119
Q8IV36	283987
	102723641
Q16665	3091
	100750246
	100750247
	105370526
Q9NWT6	55662
	100874523
Q9Y2N7	64344
Q9Y241	25994
	100129086
	100874450
	100859920
	100874435
	100289300
	100874436
	100874437
	100874451
	100874452
	100287960
	100874453
	100130383
	100874454
	100874455
	100289605
	100874476
	100874477
	100874456
Q9P298	51751
A8MV81	613227
Q9BW72	192286
Q4VC39	123346
Q53FT3	51501
Q9Y5L2	29923
Q9BQA5	25988
P49773	3094
	730647
	100233146
Q9BX68	84681
	101929471
Q9NQE9	135114
O00291	3092
O75146	9026
Q86Z02	204851
	101928846
Q9H2X6	28996
Q9H422	10114
Q8NE63	147746
P54198	7290
	100422545
Q9BW71	8479
P15822	3096
P31629	3097
Q5T1R4	59269
Q8NCD3	55355
Q6ZVN8	148738
P19367	3098
P52789	3099
	642546
P52790	3101
Q2TB90	80201
P04439	3105
P01889	3106
P10321	3107
P28067	3108
P28068	3109
P06340	3111
P13765	3112
P20036	3113
	646702
	267013
P04440	3115
	3116
P01909	3117
P01906	3118
P01920	3119
	106480429
P05538	3120
	3121
P01903	3122
P01911, P01912, P04229, P13760, P13761, P20039, Q29974, Q30134, Q30167, Q5Y7A7, Q95IE3, Q9GIY3, Q9TQE0	3123
	3124
P79483	3125
P13762	3126
Q30154	3127
	3128
	3129
	3130
	3132
P13747	3133
P30511	3134
	285830
P17693	3135
P01893	3136
	3137
	3138
	3139
	267014
	352963
	267015
	352964
	352965
	352962
	352966
	267016
	100127173
	267017
P50747	3141
	100874294
Q16534	3131
	100873813
Q14527	6596
	100873945
Q14774	3142
	100873924
Q8TCT9	81502
	100874042
	106480432
Q6NT76	79618
	106481795
P08397	3145
Q96FZ2	56941
Q96RW7	83872
Q8NDA2	256158
Q9NP66	10363
Q9P0W2	10362
P17096	3159
	203477
	171559
	144712
	100506080
	387063
	100130029
	387065
	100130009
P52926	8091
	100129940
P09429	3146
B2RPK0	10357
	10356
	10355
	10354
	645292
	100420044
	692147
	654503
	100130561
	100419996
	100129723
	100129706
	319130
	644129
	646577
	100419974
	646526
	100419979
	100128227
	100419947
	644659
	100873891
	100420063
	644651
	645201
	100527948
	100133310
	100873892
	100873893
	100873894
	100419995
	100873905
	100420100
	100419950
	100419968
	100132863
	100873895
	100419972
	100506595
	100873896
	100873906
	100420041
	100130279
	100129919
	100419978
	100873897
	100128639
	100420013
	109729125
	109729159
P26583	3148
	729119
O15347	3149
	128872
	128879
	100419949
	100873890
	645360
	729952
	100420033
	100506039
	100873879
	100129320
	644442
	100873898
	100289158
	100873899
	644429
	100873900
	100419948
	644502
	729635
	442661
	100873901
	729595
	100288563
	646993
	100873908
	100130405
	441795
	100131036
	100420015
	203510
	392545
	100507549
Q8WW32	127540
P35914	3155
Q8TB92	54511
P04035	3156
Q01581	3157
P54868	3158
P05114	3150
	319131
	54048
	100036574
	100036575
	100874429
	100874430
	100129555
	100874431
	100874410
	100874438
	644534
	106480725
	100874439
	100874440
	100874441
	100874442
	100874443
	100874444
	100874445
	100874459
	728325
	100874460
	100874461
	100874462
	100507124
	100128015
	100874463
	100874464
	100885865
	100132992
	728111
	100874465
	100874446
	100874447
	100874448
	728851
	728776
	643790
P05204	3151
	319132
	317726
	728632
	643744
	727795
	643872
	644498
	100288691
	23605
	23606
	3152
	3153
	100289682
	100874458
	100288165
	728234
	100113373
	648822
	100874466
	646049
	100874467
	100874468
	100874469
	729505
	729687
	100874470
	100874471
	100128372
	100874472
	100131183
	645930
	100874473
	100874474
	100874478
	100874479
	100874480
	100874481
	100874482
	100874483
	100874484
	729564
	100874485
	100874486
	100874487
	100874475
Q86SG4	283651
	106480791
Q15651	9324
	100288198
	100289191
O00479	10473
P82970	79366
Q12766	22993
Q9UGU5	10042
O97980	57824
O75330	3161
	101927813
P09601	3162
P30519	3163
A8MTL9, P0C7T4	284293
Q9NP08	3166
A2RU54	3167
A6NHT5	340784
P20823	6927
	283460
P35680	6928
P41235	3172
	101927219
Q14541	3174
	100130462
P50135	3176
Q13151	10949
P09651	3178
Q32P51	144983
	645950
	100131609
	170524
	389674
	100506712
	729423
	388275
	402562
	100421389
	664709
	100128044
	644037
	100131130
	100421351
	100421353
	440396
	100421376
	100874400
	100874402
	344741
	344697
	729102
	100130002
	100874396
	100131983
	664722
	664721
	100288038
	100421424
	440125
	100506925
	645940
	728643
	100996501
	645691
	100128836
	100421379
	100421384
	402112
	100129920
	100128701
	100287266
	400769
	100421432
	100130660
	100421399
	100287191
	642659
	106481663
	728170
	729366
	645001
	728732
	100421398
	642958
	391670
	101060039
	100289286
	730246
	120364
	100288283
	106480235
	645436
	100129325
	106481664
	391378
	728019
	100421397
	105369973
	341333
	100421433
	106480236
	100129606
	100421430
	112436691
	106480675
	100421378
P22626	3181
P51991	220988
	10151
	170526
	643689
	389395
	387933
	653115
	100421357
	100129557
	100421415
	100421413
	100421431
	100421395
	441026
	729817
	106480234
	100421451
Q99729	3182
	390294
P07910	3183
O60812	343069
B2RXH8	440563
B7ZW38	649330
P0DMR1	101060301
	319133
	653447
	646956
	100421828
	100421794
	100127907
	100131842
	100130196
	100129229
Q14103	3184
O14979	9987
	100128595
	100128061
	106481662
	100421657
	112351742
	8251
	106481661
P52597	3185
	644449
P31943	3187
	100132803
	100129368
	402216
P55795	3188
P31942	3189
	106480233
P61978	3190
	389322
	389053
	399881
	644063
	100874385
P14866	3191
Q8WVV9	92906
	442157
	644390
P52272	4670
	645204
	390948
O43390	10236
	100125387
	100421354
	100421323
Q00839	3192
Q9BUJ2	11100
Q1KMD3	221092
	100534595
	319134
Q86XE5	112817
Q86YM7	9456
Q9NSB8	9455
	317768
	317769
Q9NSC5	9454
	102724360
Q8IX15	57594
Q9UJC3	51361
Q96ED9	29911
Q86VS8	84376
Q9BPY8	84525
Q86X24	84072
Q8N7B1	150280
	101929664
	100124700
	100506311
	100316868
	285943
	100133311
	3197
P49639	3198
O43364	3199
O43365	3200
Q00056	3201
P20719	3202
P31267	3203
P31268	3204
P31269	3205
P31260	3206
	100874323
P31270	3207
	221883
P31271	3209
	100874362
	100874350
	404266
	100874351
	3210
P14653	3211
P14652	3212
P14651	3213
P17483	3214
P09067	3215
P17509	3216
P09629	3217
P17481	3218
P17482	3219
Q92826	10481
	100874363
	100874364
	100874365
	3220
P09017	3221
Q00444	3222
P09630	3223
P31273	3224
P31274	3225
Q9NYD6	3226
O43248	3227
P31275	3228
P31276	3229
	100874366
	100506783
	3230
Q9GZZ0	3231
P31249	3232
P09016	3233
P13378	3234
P28356	3235
P28358	3236
P31277	3237
P35452	3238
P35453	3239
P00738	3240
Q5SSJ5	50809
P84074	3208
P37235	3241
Q9UM19	51440
P32754	3242
Q96IR7	84842
Q9NWY4	54969
P15428	3248
O60760	27306
P05981	3249
	100128675
P00739	3250
P00492	3251
	100130067
	3254
	3255
Q92902	3257
Q969F9	84343
Q9NQG7	89781
Q9UPZ3	11234
Q86YV9	79803
Q9Y251	10855
Q8WWQ2	60495
	3259
	3260
	3261
P02790	3263
	93668
O43593	55806
P01112	3265
P23327	3270
Q6UXD1	646962
P13985	3272
P04196	3273
P35367	3269
P25021	3274
Q9Y5N1	11255
Q9H3N8	59340
O00198	8739
Q86YZ3	388697
Q8N3J3	78995
Q53T59	64342
	100874343
Q7LGA3	9653
O14792	9957
Q9Y278	9956
Q9Y663	9955
Q9Y662	9953
Q9Y661	9951
Q8IZT8	222537
Q96QI5	64711
O60243	9394
	388605
Q96MM7	90161
	100874102
Q8IZP7	266722
O75506	3281
C9JCN9	440498
	326296
	100288483
Q8IWL3	150274
P14060	3283
P26439	3284
Q9H2F3	80270
	391076
	440606
	441900
	128102
	391081
P28845	3290
	101930114
Q7Z5J1	374875
P80365	3291
P14061	3292
	643646
P37059	3294
P37058	3293
	105376162
P51659	3295
O14756	8630
P56937	51478
	148818
	158160
Q92506	7923
Q99714	3028
Q8NBQ5	51170
Q53GQ0	51144
Q7Z5P4	345275
Q9BPX1	51171
Q3SXM5	83693
Q6YN16	84263
Q00613	3297
Q03933	3298
O75031	11077
Q9ULV5	3299
Q4G112	124535
Q9UBD0	100506164
Q9UBD0	100130086
A0A1B0GWH4	101928917
A0A1B0GTS1	101927685
Q96LI6	86614
	27437
Q96LI6	159119
	442479
	643987
	106478934
	106480722
	106478935
	106480723
Q96JZ2	84941
P07900	3320
Q14568	3324
	3322
Q58FG1	3323
Q58FG0	730211
	441051
P08238	3326
Q58FF8	391634
Q58FF7	3327
Q58FF6	664618
	442083
	541611
	644495
P14625	7184
Q58FF3	7190
	343477
P0DMV8	3303
P0DMV9	3304
P34931	3305
P54652	3306
P34932	3308
O95757	22824
P11021	3309
	400750
P17066	3310
P48741	3311
P11142	3312
	3314
	100420133
	100420143
	100420028
	399988
	130195
	100420080
	100287551
	402143
	100420004
	392209
	100420038
	106480803
	642580
	100420051
	100289643
	100533658
	402125
	100420049
	100129231
P38646	3313
	266724
	100873903
O43301	259217
Q96MM6	116835
P48723	6782
Q0VDF9	51182
P04792	3315
	653553
	653364
Q16082	3316
	100528019
Q12988	8988
O14558	126393
Q9UBY9	27129
Q9UJY1	26353
Q9BQS6	94086
Q9Y547	51668
Q96EW2	79663
Q9NZL4	23640
P10809	3329
	643300
	645808
	3332
	644745
	345041
	645548
	54047
	647298
	646910
	644016
	100359396
	283320
	100462987
	100287140
	646273
	100462985
	100462986
	100359397
	100463288
	100462989
	100462990
	100462984
P61604	3336
	100529241
	140895
	326300
	100507046
	100287369
	100506000
	106480254
	100132346
	100292290
	106480255
	100288235
	106481673
	100286954
	106480256
	106481674
	112323207
	171421
	112352682
	106480257
	106481675
	100288726
	106480258
	100289607
	106481676
	106480259
	106480260
	106481677
	106480261
	171420
P98160	3339
Q92598	10808
Q9BUP3	10553
O43719	27336
	387039
	401233
P86397	109703458
P15515	3346
P15516	3347
	3349
P08908	3350
P28222	3351
P28221	3352
	100421479
P28566	3354
P30939	3355
P28223	3356
	100874082
P41595	3357
P28335	3358
P46098	3359
O95264	9177
Q8WXA8	170572
	389180
Q70Z44	200909
A5X5Y0	285242
	106478970
Q13639	3360
P47898	3361
	100128264
	645694
P50406	3362
P34969	3363
	93164
Q92743	5654
O43464	27429
P83110	94031
P83105	203100
P42858	3064
	100750326
	728655
P57058	30811
	106144524
O60921	3364
Q8NHY5	135458
Q7Z6Z7	10075
	3369
	3370
Q96D96	84329
Q12794	3373
Q12891	8692
O43820	8372
Q2M3T9	23553
	26062
Q4G0P3	54768
	100288805
Q5T013	81888
	100873923
A2RU49	123688
Q96M11	219844
	57061
Q9Y4L1	10525
Q9NX55	25764
Q2TAA2	285148
P10997	3375
P41252	3376
Q9NSE4	55699
	642461
	101929447
Q5T440	200205
B1ANH7	574432
P21815	3381
Q9P2D0	25998
	100127883
Q05084	3382
Q8NDH6	130026
P05362	3383
P13598	3384
P32942	3385
Q14773	3386
Q9UMF0	7087
Q9Y2F5	23379
Q659A1	79664
	644491
	728432
O60725	23463
Q9Y6W8	29851
O75144	23308
P41134	3397
Q02363	3398
	100506299
Q14602	84099
Q02535	3399
P47928	3400
P14735	3416
O75874	3417
	100507475
P48735	3418
	105370966
P50213	3419
O43837	3420
P51553	3421
Q13907	3422
	647002
	100130299
	100421361
Q9BXS1	91734
Q9NZ38	55853
Q5T6J7	414328
P14902	3620
Q6ZQW0	169355
P22304	3423
	3424
P35475	3425
Q9BTL4	9592
P46695	8870
	105379695
Q9Y5U9	51124
Q5VY09	51278
Q5T953	389792
Q0D2I5	25900
Q5TF58	126917
P09912	2537
Q16666	3428
P40305	3429
Q96BM0	122509
Q9H2X8	83982
P13284	10437
P80217	3430
Q8TCB0	10561
Q53G44	10964
Q9BYX4	64135
P09914	3434
Q5T764	439996
	8373
P09913	3433
O14879	3437
Q13325	24138
	100128465
P13164	8519
Q01629	10581
Q01628	10410
	728048
	144383
	100101247
	442309
	100101246
	643058
	391020
	442389
	442017
	340198
A6NNB3	387733
	613204
	390218
A6NMD0	402778
P01562	3439
P01563	3440
P05014	3441
P01569	3442
P05013	3443
P01567	3444
P32881	3445
P01566	3446
	3461
	158011
P01562	3447
P01570	3448
P05015	3449
P01571	3451
	3463
P01568	3452
	3453
P17181	3454
P48551	3455
P01574	3456
Q86WN2	338376
P01579	3458
	100885789
P15260	3459
P38484	3460
Q9P0W0	56832
Q8IU54	282618
Q8IZJ0	282616
Q8IZI9	282617
	100421129
K9M1U5	101180976
	101927833
Q8IU57	163702
	654783
	3466
P05000	3467
	646581
	3469
	392292
	100130671
	100130866
	360001
	3474
O00458	3475
Q12894	7866
Q8IY31	90410
Q9H7X7	64792
Q9BW83	11020
Q96FT9	112752
Q9NQC8	56912
Q9Y366	51098
Q9NWB7	55081
Q96LB3	80173
	101929602
Q9P2H3	57560
Q8WYA0	28981
Q13099	8100
Q9HBG6	55764
Q96RY7	9742
Q9UG01	26160
Q86VG3	119710
P78318	3476
	100873991
	106478965
	280655
	645545
	391526
	391672
	391642
Q8IVU1	9543
Q8TDY8	57722
P05019	3479
P08069	3480
P01344	3481
Q6U949	51214
Q9NZI8	10642
Q9Y6M1	10644
Q96M15	646600
O00425	10643
P11717	3482
P35858	3483
P08833	3484
P18065	3485
P17936	3486
P22692	3487
P24593	3488
P24592	3489
Q16270	3490
	255130
Q8WX77	347252
Q6UW32	374918
	727703
	727704
Q6UWQ7	147920
	645553
Q6UXB1	388555
Q6B9Z1	444882
Q9H665	79713
Q86VF2	91156
	3492
P01876	3493
P01877	3494
P01880	3495
P0DOY5	28510
	28509
	28508
	28507
	28506
	28335
	28334
	28505
	28504
	28503
	28502
	28333
	28332
	28501
	28500
	28499
	28498
	28497
	28331
	28330
	28496
	28495
	28494
	28493
	28329
	28328
	28492
	28491
	28490
	28489
	28327
	28326
	28488
	28487
	28486
	28485
	28484
P01854	3497
	3498
	3499
P01857	3500
P01859	3501
P01860	3502
P01861	3503
	3505
A0A0C4DH62	28483
	28482
	28481
	28480
	28479
	28478
	28477
	28476
	28475
P01871	3507
P38935	3508
P23083	28474
A0A0C4DH29	28473
P0DP01	28472
	28471
	28470
	28469
A0A0C4DH31	28468
A0A0C4DH33	28467
	28460
A0A0A0MS14	28466
P01743	28465
A0A0C4DH39	28464
	28463
	28462
P01742	28461
A0A0G2JMI3	28458
A0A0B4J2H0	102723169
	388077
	100287128
	646370
	646379
	100384884
	28320
	390531
	28315
	28314
	28313
	28312
	390530
P01817	28457
	28456
A0A0B4J1V2	28455
P01814	28454
A0A0C4DH43	102723168
	100129631
	28453
P01780	28452
P01782	28451
P01762	28450
P01766	28449
A0A0B4J1V0	28448
A0A0C4DH30	28447
	28446
A0A0C4DH32	28445
A0A0B4J1V1	28444
	28443
P01764	28442
	28441
	28440
P01768	28439
	28438
P0DP02	57290
P0DP03	89770
	28435
P01772	28434
	28433
A0A0C4DH35	28432
	28431
	28430
A0A0C4DH36	28429
	28404
	28428
	28427
A0A0B4J1X8	28426
P0DP04	103106901
	28425
P01763	28424
A0A0A0MS15	28423
	28422
	28421
P01767	28420
	28419
	28418
	28417
	28416
	28415
A0A075B6Q5	28414
A0A0J9YX35	102723170
	28413
A0A0C4DH42	28412
	28402
	28411
A0A0B4J1Y9	28410
A0A0B4J1V6	28409
A0A0B4J1X5	28408
	28407
	28406
	28405
	28318
	647187
	28309
	388255
	28307
	28306
	28305
	28304
	100287372
	100568447
	28301
	28300
A0A075B6R2	28401
A0A0C4DH34	28400
	28399
A0A087WSY4	28398
P0DP06	28397
P0DP07	28396
P06331	28395
P0DP08	28389
P01824	28394
	28393
P01825	28392
A0A0C4DH41	28391
	28390
	28317
A0A0J9YXX1	28386
A0A0C4DH38	28388
	28387
A0A0B4J1U7	28385
A0A0J9YVY3	57289
	28383
	28382
	28381
	28380
A0A0B4J1V7	28378
	28343
	28377
	28376
	28375
	28374
	28373
	28372
	28371
	107548099
	28370
	28369
	28368
	28367
	28366
	28365
	28364
	28363
	28362
	28361
	28360
	28359
	28358
	28357
	28356
	28355
	28354
	28353
	28352
	28351
	28350
	28349
	28348
	28347
	28346
	28345
	28344
	28342
	28341
	28340
	28339
	28338
	28337
A6NJ69	492311
	50802
P01834	3514
	3515
A0A0A0MT89	28950
	28949
	28948
	28947
	28946
P01602	28299
A0A0C4DH72	28943
A0A0C4DH67	28942
A0A0C4DH69	28941
A0A0C4DH73	28940
P0DP09	28939
P04430	28938
P01599	28937
	28936
A0A075B6S5	28935
	28934
P01594	28933
	28932
A0A075B6S9	28931
P01597	28930
A0A087WSZ0	28904
P01611	28903
A0A0B4J2D9	28902
P01601	28901
A0A075B6S4	28900
	28899
	28898
	28897
P01593	28896
	28895
P0DSN7	28894
P04432	28893
A0A075B6H8	28892
A0A0B4J1Z2	28891
	3532
	644731
	3534
	3525
	28867
	3531
	106481689
	28866
	28865
	28864
	28863
	28862
	339562
	103352540
	106480274
	642424
	100312985
	3530
	28850
	439957
	28929
	28928
	28927
	28926
	28925
	28924
A0A0C4DH68	28923
	28922
A0A075B6P5	28921
A2NJV5	28920
P06310	28919
	28918
	28917
A0A087WW87	28916
	28890
	28889
	28888
	28887
	28886
A0A075B6R9	28885
A0A0A0MRZ7	28884
P01615	28883
A0A075B6S2	28882
A0A075B6S6	28881
	28880
	28879
P01614	28878
	28861
	28859
	28858
	652873
	100310869
	100996600
	28855
	3529
	28847
A0A075B6H7	28915
P04433	28914
P01624	28913
P01619	28912
	28911
	28910
	28909
A0A0C4DH55	28877
A0A0A0MRZ8	28876
A0A087WSY6	28875
A0A0C4DH25	28874
	28873
	28872
	28871
	28854
	3523
	3527
P06312	28908
P06315	28907
A0A0C4DH24	28906
A0A0A0MT36	28870
A0A0C4DH26	28869
	28905
	3535
P0CG04	3537
P0DOY2	3538
P0DOY3	3539
	3540
	3541
P0CF74	3542
A0M8Q6	28834
	84096
	84086
A0A0A0MT76	28833
	28832
	28831
	28830
	28829
	28828
	28827
	204777
P15814	3543
	3544
	91353
	100287528
B9A064	100423062
A6NGN9	402665
A0A0B4J1U3	28826
P01703	28825
	28824
P01699	28823
P01700	28822
A0A075B6I6	28821
P01701	28820
	28819
	28818
P01709	28817
P01706	28816
P01704	28815
A0A075B6J9	28814
P01705	28813
	28812
A0A075B6J2	28811
	28810
P01715	28809
	28808
	28807
	28806
	28805
A0A075B6K5	28804
A0A075B6K4	28803
A0A075B6K2	28802
	28801
	28800
A0A075B6K0	28799
	28798
P01714	28797
P80748	28796
A0A075B6J6	28795
	28794
P01717	28793
	28792
P01718	28791
	28790
	28789
	28788
A0A0A0MS00	28787
A0A075B6K6	28786
A0A075B6I1	28785
A0A075B6H9	28784
A0A075B6J1	28783
A0A0G2JS06	28782
A0A087WSX0	28781
A0A075B6I7	28780
A0A0A0MRZ9	28779
P01721	28778
	28777
P04211	28776
A0A075B6I9	28775
A0A075B6I0	28774
	100996586
A0A0B4J1Y8	28773
A0A075B6I4	28772
	28771
A0A075B6I3	28770
	28769
	28768
	28767
	28766
	28765
	28764
	28763
	28762
	28761
	28760
	28759
	84097
	84088
	84087
	28758
	28757
	84091
	84090
	84089
Q8N6C5	3547
O75054	3321
Q9NSI5	150084
O95976	10261
Q969P0	93185
Q9P2J2	57549
Q9UPX0	22997
Q6WRI0	285313
Q5DX21	152404
	100506765
Q96ID5	84966
	105376814
Q8N9C0	283284
A1L1A6	147710
Q14623	3549
Q13123	3550
Q70UQ0	121457
O14920	3551
Q14164	9641
Q9Y6K9	8517
	246210
Q13422	10320
Q9UKS7	22807
Q9UKT9	22806
Q9H2S9	64375
Q9H5V7	64376
P01583	3552
P01584	3553
Q8WWZ1	84639
P14778	3554
	112577460
P27930	7850
Q9NPH3	3556
Q9NZN1	11141
Q9NP60	26280
Q01638	9173
Q9HB29	8808
P18510	3557
P60568	3558
P01589	3559
P14784	3560
P31785	3561
P08700	3562
P26951	3563
P05112	3565
Q96RQ9	259307
P24394	3566
P05113	3567
Q01344	3568
P05231	3569
	541472
P08887	3570
	101928101
	157916
P40189	3572
	3573
P13232	3574
P16871	3575
P15248	3578
Q01113	3581
	100128449
	439945
	729486
	100132166
P22301	3586
Q13651	3587
Q08334	3588
	100288432
P20809	3589
Q14626	3590
P29459	3592
	101928376
P29460	3593
P42701	3594
Q99665	3595
P35225	3596
P78552	3597
Q14627	3598
P40933	3600
Q13261	3601
Q14005	3603
Q16552	3605
Q9UHF5	27190
Q9P0M4	27189
Q8TAD2	53342
Q96PD4	112744
Q96F46	23765
Q9NRM6	55540
Q8NAC3	84818
Q8NFM7	54756
Q8NFR9	132014
Q6ZVW7	400935
Q14116	3606
O95998	10068
Q13478	8809
O95256	8807
Q9UHD0	29949
Q9NYY1	50604
Q9UHF4	53832
Q6UXL0	53833
	107986136
Q9HBE4	59067
	100996941
Q9HBE5	50615
	283888
Q9GZX6	50616
Q8N6P7	58985
Q969J5	116379
Q9NPF7	51561
Q5VWK5	149233
Q13007	11009
Q9H293	64806
Q9NPH9	55801
Q8NEV9	246778
Q6UWB1	9466
Q6EBC2	386653
Q8NI17	133396
P24001	9235
O95760	90865
Q6ZMJ4	146433
Q9UHA7	27179
Q9NZH7	27177
Q9NZH8	56300
Q9UBH0	26525
Q9NZH6	27178
Q86SU0	286676
Q71H61	387597
Q12905	3608
	100421506
	644616
Q12906	3609
	147727
Q13418	3611
Q9H0C8	80895
Q9H6K1	64771
A1L0T0	10994
Q96LU5	196294
	729101
	105369987
	106481715
Q96T52	83943
Q16891	10989
	54045
Q9NV31	55272
	646087
	106480272
Q96G21	92856
P29218	3612
	650747
O14732	3613
Q9P2X3	55364
Q9NX62	54928
P20839	3614
	340499
	402394
	136307
	139334
	340780
	392267
	391467
	131961
	441132
	100874399
	727833
P12268	3615
Q17R60	3617
Q9BZV3	50939
Q16352	9118
C9JVW0	255783
P0DMQ5	100505573
Q3KP66	55765
Q0VD86	388324
Q9NQS7	3619
O15225	8552
	8551
Q27J81	64423
Q9UK53	3621
Q9H160	3622
Q9NXR8	54556
Q9UNL4	51147
Q8WYH8	84289
	27160
P05111	3623
P08476	3624
	285954
P09529	3625
P55103	3626
P58166	83729
	100129696
Q9NRY2	58493
Q96EL1	389119
Q9NTI7	55924
	100506343
O95050	11185
	100526825
Q9ULG1	54617
